Word,Lemma
उपराज्यपालः,उपराज्यपालः
सुरक्षाविभागः,सुरक्षाविभागः
विधानभवनम्,विधानभवनम्
प्राबल्यम्,प्राबल्यम्
अपायः,अपायः
बाधा,अपायः
अपकारः,अपायः
दोषः,अपायः
हानिः,अपायः
क्षतिः,अपायः
अनामकत्वम्,अनामकत्वम्
,
अधिकार्थ,अधिकार्थ
अतिकृत,अधिकार्थ
अतिकथ,अधिकार्थ
परिसमुत्सुक,परिसमुत्सुक
पर्युत्सुक,परिसमुत्सुक
समुत्तेजित,परिसमुत्सुक
अध्ययनशील,अध्ययनशील
सर्वोच्च,सर्वोच्च
मिशिगनराज्यम्,मिशिगनराज्यम्
मिशिगनसरोवरः,मिशिगनसरोवरः
वित्तराज्यमन्त्री,वित्तराज्यमन्त्री
मिशिगनविश्वविद्यालयः,मिशिगनविश्वविद्यालयः
कान्धारनगरम्,कान्धारनगरम्
कन्धारनगरम्,कान्धारनगरम्
कन्दहारप्रान्तः,कन्दहारप्रान्तः
तर्कशक्तिः,तर्कशक्तिः
प्रगतिपत्रम्,प्रगतिपत्रम्
सेवाकरः,सेवाकरः
सैनडिएगोनगरम्,सैनडिएगोनगरम्
अल्पशो-मूल्यम्,अल्पशो-मूल्यम्
सीमाशुल्कम्,सीमाशुल्कम्
उत्पाद-शुल्कम्,उत्पाद-शुल्कम्
परिपालनम्,परिपालनम्
गृहसचिवः,गृहसचिवः
पैत्तवः,पैत्तवः
उड्डयनमन्त्रालयः,उड्डयनमन्त्रालयः
त्रिघातीय,त्रिघातीय
लिबियादेशः,लिबियादेशः
मिसरातानगरम्,मिसरातानगरम्
मेक्सिको-अखातम्,मेक्सिको-अखातम्
क्षेत्रम्,क्षेत्रम्
अब्जाष्टम्,अब्जाष्टम्
